douban_id,title,directors,scriptwriters,actors,types,release_region,release_date,alias,languages,duration,score,description,tags
1307832,"剑花烟雨江南 劍花煙雨江南",罗维,古龙,"成龙,陈慧楼,徐枫,马骥,佟林","剧情,动作","香港,韩国",1977-07-22,"To Kill with Intrigue",汉语普通话,"Argentina: 106 分钟",5.7,"十五年前，奇峯山庄庄主曾利用做寿之际协同各路武林高手围剿人面桃花蜂。如今庄主年逾六旬，销声匿迹多年的人面桃花蜂又开始重出江湖。老庄主知道人面桃花蜂很有可能在自己的六十大寿上出现，于是将来宾和下人全部赶走，决定独自面对。少庄主小雷和丫环纤纤感情要好，为了不连累她并为雷家留下骨肉，小雷一改往日常态，将纤纤气走。同时小雷托付好朋友金川代为照顾纤纤，他自己要和奇峯山庄共存亡。

　　成龙饰—雷龙五

　　王珏饰—金川(小侯爷/血雨天尊)

　　王玉灵饰—纤纤

　　徐枫饰—丁残燕(人面桃花峰)

　　陈慧楼饰—雷庄主雷奇峰

　　江青霞饰—雷夫人

　　申一龙饰—龙四

　　张照姬饰—丁丫环

　　李文泰、佟林饰—镖师

　　葛大宝、陈信一、王国辉饰—勾魂三使","成龙,香港,武侠,香港电影,动作,罗维,古龙,1977"
1307831,"狂蜂浪蝶 Divoké vcely","Bohdan Slama",博赫丹·斯拉马,"Zdenek Rauser,塔蒂亚娜·维尔赫莫娃,Marek Daniel","剧情,喜剧",捷克,2001-11-08,"The Wild Bees",捷克语,"Czech Republic: 114 分钟",,,"捷克,捷克电影,2000s,BohdanSláma,Bohdan·Sláma,no,欧洲"
1307830,999谁是凶手,高林豹,朱镜祺,"周文健,罗兰,廖启智,徐濠萦,成奎安",悬疑,香港,1994,"999 Whodunit",粤语,"92 分钟",6.2,"《999谁是凶手》是香港地区的一部警匪电影，发行于1994年，由高林豹导演的作品。该片主演包括周文健、徐濠萦、罗兰、廖启智、邵传勇等香港影星。

　　年轻重案组督察何铁男（周文健），凭着天生侦探头脑屡破奇案，在警界早已享负盛名。不久，铁男接受了Jacky（徐濠萦）毛遂自荐，首天上任，她即遇上了一件匪夷所思的怪事—一只流浪狗前往警署报案。Jacky在好奇心驱使下，拉着铁男随小狗跑到荒山，于一密林内发现了一具钉在十字架上的恐怖男尸，没有证人，没有证物，只凭一只“证狗”，二人遂辗转追查出死者大D的住所，发现了种种迹象，显示大D的妻子阿莲及好友陈虎嫌疑最大。正当铁男的矛头指向莲与虎之际，在密林附近找到莲的尸首；案情越来越复杂，铁男立刻下令辑捕陈虎归案。翌日，十字架杀人事件又再次发生，受害者竟是陈虎，案情陷入一片迷惘当中，且涉嫌人物亦越来越多……","悬疑,香港电影,香港,惊悚,周文健,恐怖,惊险,廖启智"
1307829,"周末同床 결혼은, 미친짓이다",庾河,庾河,"严正化,甘宇成","剧情,情色",韩国,2002-04-25(韩国),"疯狂婚姻,结婚是疯狂的,结婚是件疯狂的事,Marriage is a Crazy Thing",韩语,103分钟,6.7,"俊荣（甘正宇饰）这名大学教授持有有性无爱的态度，因此他到了婚嫁年龄都还没有成家立业。在一次约会上，他认识了前卫的灯饰设计师娟姬（严贞花饰），他们边喝酒边聊天，酒精的作用让他们发生了关系。娟姬知道俊荣是一名不愿结婚的男人，毫不介意的她一直与俊荣保持一段微妙的关系。娟姬后来嫁给了一名医生，婚后她依然与俊荣来往，每逢周末便到了她给俊荣租的单位去。

　　时间长了，俊荣开始对他们之间的关系感到迷茫。","情色,韩国,韩国电影,周末同床,伦理,爱情,电影,2002"
1307828,"乌龙元首 Head of State",克里斯·洛克,,"克里斯·洛克,伯尼·麦克,迪伦·贝克",喜剧,美国,2003-03-28,,英语,"95 分钟",6.8,"梅斯（克里斯·洛克饰）是华盛顿一个前途渺茫的小议员，亲人和未婚妻先后弃他而去，谁知最近发生的一件事竟然让梅斯咸鱼翻身，原来此时正值总统大选，代表民主党参选的候选人突然遇刺身亡，情急之下，梅斯被推上了前台，委以竞选下届美国总统的重任。

　　小议员成了总统候选人，梅斯的哥哥和未婚妻重新回到了梅斯的身边，所有的人都对他堆满笑脸，台前、幕后，形形色色的人怀揣着各自的目的上演了一出大选闹剧......","喜剧,美国,搞笑,美国电影,电影,政治,2003,竞选总统"
1307827,"宫廷禁恋 Forbidden Paradise",恩斯特·刘别谦,"Agnes Christine Johnston","波拉·尼格丽,罗德·拉·罗克奎,阿道夫·门吉欧,Pauline Starke,Fred Malatesta,Carrie Daumery",喜剧,美国,1924-11-30,,Slient,"Finland: 76 分钟(18 fps)",,"StarPolaNegrianddirectorErnstLubitsch,whocreatedaninternationalsensationwiththeGermansuperproductionDuBarry,WomanofPassion,werereunitedinthefrothyHollywoodcomedy/dramaForbiddenParadise.NegriiscastasCatherine,theCzarinaofanunnamedbutveryRussian-lookingcountry.RescuedfromrevolutionariesbydashingCaptainAlexisCzerny(RodLaRocque),...","刘别谦,美国,默片,Ernst_Lubitsch,阿道夫·门吉欧,美国电影,朱生豪,恩斯特·刘别谦"
1307826,"星海浮沈 A Dream Is a Wish Your Heart Makes: The Annette Funicello Story (TV)","比尔 科科伦 (Bill Corcoran)",安妮特·弗奈斯洛,NULL,剧情,美国,1995-10-22,,,0,,,
1307825,"谎言 Gojitmal",张善宇,,"Sang Hyun Lee,Sang Hyun Lee",剧情,韩国,1999-09-15,"Lies,Gojitmal",韩语,112分钟,5.8,"Y和J是通过WULI认识的。学习一直很优秀的WULI突然不爱学习了，每天把J的作品集放在书包里，有空就看。把这一切看在眼里的Y，决定直接打电话给J，并把WULI介绍给他……但是Y在与J通电话的过程中，被他的声音吸引住了。经过一个月的电话幽会，在快毕业的时候，Y决定与J见上一面。

　　第一次见面起初有些尴尬，但没过多久，两个人变得就象认识了很久的老朋友一样，他们的约会就这样自然的延续下来。

　　第二次见面，两人在昏暗的楼道和房门之间接了吻，两个身体贴在一起，J开始有节奏的拍打Y的臀部，他和他的夫人当初就是这样开始的。先从无意识的拍打，到后来演变成暴力。而J从事雕刻的夫人就在这时离他而去了。

　　第三次、第四次见面，刚进房间，就象比赛一样开始脱衣服。Y和J在非常兴奋的状态下，经过了几次高潮，然后吃晚饭，然后又继续……

　　就这样，他们每个...","韩国,情色,韩国电影,悲伤,谎言,张善宇,SM,1999"
1307824,"梦幻英雄 Jett Jackson: The Movie (TV)","Shawn Levy","Bruce Kalish",NULL,"喜剧,动作,家庭,冒险",加拿大,2001-06-08,,,0,,,"不,加拿大,迪斯尼"
1307823,炮打双灯,何平,英达,"宁静,巫刚,赵小锐,高阳,徐正运","剧情,爱情","中国大陆,香港",1994-12-19,"Red Firecracker, Green Firecracker",汉语普通话,111分钟(中国大陆),6.9,"春枝（宁静饰）出生于专门制作炮竹的大户人家，是家中的唯一子嗣，因此打小就被当做男孩养大，个性桀骜不驯。父亲死后，族老们定下规矩，春枝一辈子不能嫁人，否则就会失去继承家业的权利。

　　某日，春枝邂逅了名为牛宝（巫刚饰）青年画家，牛宝为人十分高傲，绝不向权贵低头，这点吸引了春枝的注意。春枝潜入了他的画室，却意外的看到了自己女儿身的画像。觊觎家业的管家满地红（赵小锐饰）将春枝的动情看在眼里，他设计逼走了牛宝，却没能够阻止春枝前去找他。终于，春枝和牛宝两情相悦了，春枝也恢复了女子的打扮，这让族老们大为震惊。满地红和牛宝即将进行一场放鞭炮的比试，胜者方能娶春枝为妻。","何平,宁静,中国电影,中国,大陆,冯骥才,爱情,1994"
1307822,呷醋大丈夫,黄百鸣,,"黄百鸣,钟楚红",喜剧,香港,NULL,"Xia cu da zhang fu",粤语,0,6.4,"戴禄宝（黄百鸣饰）是一个爱吃醋的小男人，偏巧老婆小娴（钟楚红饰）又如花似玉，美艳动人，害得他时时提防，处处小心，生怕被绿帽子砸到脑袋。而周遭形势又分外险恶，戴的老板和同事无一不对小娴垂涎三尺。

　　每每吃醋时，戴禄宝便感胸口疼痛，他去好友Peter的诊所检查，阴差阳错竟以为自己得了乳腺癌，还有不到半年的活头。他绝望至极，反倒改掉了胆小、抠门的毛病。唯一让他担心的是，自己这一死就让老婆无人照顾。戴和最佳损友蔡森（岑建勋饰）商量，决定亲自为小娴找一个合适的丈夫……","黄百鸣,钟楚红,香港,喜剧,香港电影,1987,新艺城,岑建勋"
1307821,"刺马 刺馬",张彻,张彻,"狄龙,姜大卫,陈观泰,井莉,井淼","剧情,动作",香港,1973-02-24,"Blood Brothers",汉语普通话,"Hong Kong: 118 分钟",7.7,"清朝乱世，草莽中人张汶祥（姜大卫）、黄纵（陈观泰）与马新贻（狄龙）不打不相识，结拜为异姓兄弟，马新贻被推为大哥，张汶祥做了三弟。马新贻的勃勃野心引来黄纵妻子米兰（井莉）的爱慕眼光，但因力求上进的雄心和道德观念的约束，马新贻没接受米兰的爱，到升任两江总督后，马新贻变得为达目的不择手段，并在道德和感情防线彻底崩溃的情形下占有了米兰，同时设计杀害了粗豪鲁莽一心向他的黄纵。

　　张汶祥查出二哥的真实死因后，一改平日的跳脱灵动，郑重地约为女人舍弃好兄弟的马新贻出来清账。","张彻,邵氏,姜大卫,香港,狄龙,武侠,香港电影,动作"
1307820,"神婆美少女 Dieu est grand, je suis toute petite","Pascale Bailly",,"Audrey Tautou,Édouard Baer,Julie Depardieu","喜剧,爱情",法国,2001-09-26,,"法语,英语,希伯来语","100 分钟",6.1,"《神婆美少女》可以说是《天使爱美丽》的延伸版，在这部电影里，至纯至善的艾米丽正在进入躁动不安的青春期，她开始成长，也开始混乱，当然也开始痛苦。她已经不叫艾米丽了，她现在叫米歇尔。

　　模特儿米歇尔20岁了，和男友分手的第一天，在街上遇见了英俊的兽医弗朗索瓦。32岁的弗朗索瓦迷上了米歇尔，搭讪之后成功地将米歇尔邀请到自己的床上。没曾想，米歇尔在他的家里自杀。弗朗索瓦沮丧得要命，预感到这个女孩的危险，他将米歇尔送到医院抢救，未等她醒来就将她交给闻讯赶来的米歇尔的女友，逃之夭夭。米歇尔复原之后苦寻解脱良方，她开始读佛教的书，并对外自称是佛教徒。有一天，米歇尔和弗朗索瓦再次相遇，在弗朗索瓦的殷勤追求下重燃爱火。米歇尔这回真地爱上了弗朗索瓦。因为他是犹太人，米歇尔转而修习犹太教义，欲以之博得弗朗索瓦以及其父母的欢心。却不想，弗朗索瓦是一个无神论者……","法国,AudreyTautou,奥黛丽·塔图,法国电影,爱情,宗教,2001,神婆美少女"
1307819,"梦精记 몽정기",丁楚信,,"李凡秀,金宣儿,安在洪,金姬妍,孔炯轸","喜剧,情色",韩国,2002-11-06(韩国),"Wet Dreams",韩语,94分钟,5.9,1988年的永春中学里，善于用计策赚便宜的李布、对敏感词敏感无比的亚牛、收藏成人片的小泰和喜好使用甜瓜的学贤一班躁动的青春少年对女性充满了渴望，他们在把妹高手的启发下前往旱冰场，却被一群悍女收拾……实习教师金素妍（金善雅饰）来到永春中学授课，令男学生们陷入疯狂，而金老师心仪的对象是自己当年的老师——班主任郑老师（李凡秀饰）。学贤等四人用金老师打赌，获胜者可以在小组织内发号施令，于是青春的登徒子们前赴后继，展开了一场针对金老师的进攻，与此同时，金素妍也频频对初恋对象郑老师暗送秋波，可木讷的大龄单身汉郑先生居然一直视而不见。情窦初开的男学生们，在这个学期里，经历了各自的成人礼……,"韩国,喜剧,韩国电影,情色,青春,搞笑,梦精记,2002"
1307818,"不毛地带 不毛地帯",山本萨夫,山田信夫,"仲代达矢,北大路欣也,丹波哲郎,秋吉久美子","剧情,犯罪",日本,1976-08-14,"Fumô chitai",日语,181分钟,7.9,"前陆军中佐•关东军参谋一岐正（仲代达矢饰）战后回到祖国，经老友大门一三（山形勋饰）引荐进入近畿商事。是时日本政府正计划巨资从国外购买主力战机，包括近畿商事在内共有四家企业竞标。防卫部长川又（丹波哲郎饰）也是一岐的战友，他和一岐共同考察了近畿主推的Lockheed公司F-104战机。看似优势站在近畿一方，然东京商事对政府要员展开了一连串的银弹攻击。得知内幕的一岐通过非正常手段爆出对方丑闻，将东京商事一举击败……

　　根据山崎丰子描写日本政界真实事件的同名小说改编。","日本,山本萨夫,日本电影,仲代达矢,政治,山崎丰子,1976,剧情"
1307817,"诺曼底苹果酒客栈 Le Trou normand","Jean Boyer（让·布瓦耶）","Arlette De Pitray（阿莱特德·皮泰）","Bourvil(布尔维尔),Jacques (雅克·德雷),Brigitte Bardot(碧姬·芭铎),DerayPierre Larquey,Jane Marken,Georges Baconnet,Jean Duvaleix,Marcel Charvey,Florence Michael,Pierre Maugier,Janine Clairville,Nadine Basile,René Worms,Roger Pierre,Guy Saint-Clair,Léon Berton,André Dalibert,Marcel Meral,Jean-Pierre Lorrain,Fournier,Jeanne Fusier-Gir,Noël Roquevert,Jack Ary",喜剧,法国,1952-11-07,"Crazy for Love,Ti Ta To",法语,"85 分钟",,"法国南部的一个小镇上，诺曼底苹果酒客栈的老板勒布瓦纳突然去世，这对全镇人来说都是一件不小的事，他们不光担心以后再也喝不到那里甜美的苹果酒，还在猜测着客栈未来的主人是谁，会是勒布瓦纳先生那个贪财的弟媳妇奥毕斯蒂娜？还是他的老实憨厚，甚至有些傻的侄子依波利特？

　　其实在勒布瓦纳先生去世之前，奥毕斯蒂娜便开始预谋得到他的客栈，因此她常常跑到客栈吆五喝六，一副女主人的样子。而依波利特平时却只会默不作声地干杂活。因此在律师宣布勒布瓦纳先生遗嘱的那天，所有人都没想到依波利特会获得全部的遗产。奥毕斯蒂娜更是气得要命，但当人们听到继承遗产的条件时，却都情不自禁地笑起来，因为布勒瓦纳先生要求依波利特必须在年底前取得小学的修业证书，否则将没有资格继承遗产。这对依波利特来说可不是件容易的事情，奥毕斯蒂娜也因此松了一口气，她坚信以依波利特的智商是不可能拿到修业证书的。

　　无奈依...","法国,法国电影,布尔维尔,BrigitteBardot,1952,电影,文艺,BB"
1307816,"聊斋金瓶梅 聊齋金瓶梅",李柏翰,,"谷峰,午马,陈蓓琪,文素,黄美贞,白羽晨,齐汉","恐怖,古装,鬼怪",香港,1991-06-22,"Ghost Story Of Kam Pin Mui,金瓶梅之鸳鸯戏床","普通话/国语,粤语",71分钟,4.6,素被卖入迎春阁，老鸨翠姑百般折磨强迫接客，素宁死不屈。幸妓女小环同情素，对素照顾有加，上恃，天佑知悉素被卖入妓院，千方百计救素，一夜，天佑找到素被禁之处，救出素，双双逃走，被翠姑发现，派官保及小喜子追素，素因身上伤痕累累，行动不便，很快被官保抓到，天佑反抗，被官保打死，素被抓回迎春阁。素央求翠姑不要让天佑弃尸荒野，翠表示只要素愿意接客，愿出资所天佑埋葬，素无奈答应。,"情色,香港,情色观看,三级片,古装,香港电影,三点,1991"
1307815,"大贼嬉春 Carry On Dick","杰瑞德 托马斯 (Gerald Thomas)",,NULL,"喜剧,冒险",英国,1976-04-17,,英语,"91 分钟",,,"1974,英国,**,6.5,KennethWilliams,下不到,喜剧,我的电影4"
1307814,"翻脸 Face","安东尼亚 伯德 (Antonia Bird)","Ronan Bennett","罗伯特·卡莱尔,雷·温斯顿,Steve Sweeney,Gerry Conlon,Leon Black,David Boateng,琳娜·海蒂,Eddie Nestor,Steven Waddington,Christine Tremarco,安德鲁·蒂曼,苏·乔斯顿,达蒙·奥尔本,菲尔·戴维斯,Hazel Douglas","剧情,惊悚,犯罪",英国,1997-09-05,,英语,"105 分钟",,"Rayisanagingex-socialistwhohasbecomeabankrobberafterseeingthedemiseofsocialismin1980sBritain.Teamingupwithagangofotherhas-beenishcrims,hecommitsonebankjobtoomany.Thegangdissolvesinamurderousflurryofrecriminations.Writtenby<sethj@johnbrown.co.uk>","DamonAlbarn,DamonAlbarn演的怎么能不看而且死得很帅那就更得看,英国,纯粹为了Damon才看,UK,英国电影,Damon_Albarn,有猴子"
1307813,文素臣第四集,朱石麟,朱石麟,"王熙春,李英,屠光启,陈琦",NULL,中国大陆,NULL,"Wen Suchen, Part Four",汉语普通话,0,,"合众影片公司

　　文素臣识破景王的阴谋，带领民众向皇帝诉说民间疾苦。",朱石麟
1307812,双旗镇刀客,何平,何平,"高一玮,赵玛娜,常江,孙海英,王刚","动作,冒险,武侠",中国大陆,1991,"The Swordsman in Double Flag Town",汉语普通话,"91 分钟",8.0,"中国西部，黄沙漫天，马嘶人怒。自幼跟随父亲操练关西无极刀法的孩哥（高伟饰）遵照父亲的遗嘱，来到双旗镇寻找指腹为婚的妻子好妹（赵玛娜饰）。只叹人情冷暖，世态炎凉，好妹及其父亲瘸子（常江饰）毫不待见这个男孩。婚期无望，孩哥只得暂时在瘸子的店里当小伙计。一日，土匪二爷意欲强暴好妹，结果为孩哥所杀。此举惹恼了长年盘踞双旗镇的土匪头子一刀仙（孙海英饰）。由此惹得滚滚狂沙中刀光剑影，鲜血四溅……

　　本片荣获1991年中国电影金鸡奖最佳美术奖、1992年东京第三届夕张国际惊险与科幻电影节最佳影片大奖、1992年第五届《中时晚报》电影奖商业映演类年度大陆优秀电影奖、1993年柏林电影节国际影评奖。","武侠,何平,中国电影,大陆,中国,动作,1991,国产"
1307811,"魔女宅急便 魔女の宅急便",宫崎骏,宫崎骏,"高山南,佐久间玲,山口胜平,户田惠子,信泽三惠子","动画,奇幻,冒险",日本,1989-07-29(日本),"魔女琪琪(台),小魔女限时专送,Kiki's Delivery Service",日语,103分钟,8.4,琪琪今年13岁了，按照魔法界的规矩，魔法少女年满13岁就要出外进行为期一年的修行。所以琪琪带着宠物黑猫吉吉踏上了修行之旅。然而，修行之旅开识得并不顺利，当琪琪来到海边一座大城市时，人们并没有欢迎她的到来，人人都不搭理她。幸亏琪琪有一颗善良的心，当她拾到了一件别人的失物时，热心的琪琪找到了失主。她的善良赢得了面包店老板娘的好感，琪琪就在面包店开始了她用飞行魔法为客人服务的快递业务。琪琪很快适应了新环境，一次，一个热衷于飞机制造的男孩邀请琪琪去参加飞行俱乐部的聚会，途中琪琪因为帮一位老大娘送东西而被雨淋了。从此，琪琪突然发现自己的魔法正在一天天变弱。,"宫崎骏,动画,日本,魔女宅急便,日本动画,二次元,宮崎駿,宫崎峻"
1307810,"新宿黑社会 新宿黒社会～チャイナマフィア戦争～",三池崇史,"藤田一朗 (Ichirô Fujita)","椎名桔平,田口智朗,柳爱里","剧情,悬疑,惊悚,犯罪",日本,1995-08-26,"Shijuku Triad Society",日语,"100 分钟",7.0,"新宿歌舞伎町，鱼龙混杂，暗流涌动，诚为东京最混乱与危险之所在。一名警察在歌舞伎町被人杀害，犯人周润（益子和浩饰）系一清秀少年，其背后靠山同时也是其同性爱人王志明（田口トモロヲ饰）乃新宿最大华人帮派“龙爪”的魁首。

　　第二代残留孤儿桐谷龙仁（椎名桔平饰）负责调查此事，在追查期间，他偶然发现自己的亲弟弟义仁（井筒森介饰）竟和此案有关。由于身份的原因，义仁始终找不到归属感和认同感，他决心利用这次机会出人头地。而龙仁为了保护弟弟，也不惜一切代价卷入这个肮脏罪恶的黑色漩涡之中……","三池崇史,日本,黑帮,日本电影,暴力,新宿黑社会,犯罪,椎名桔平"
1307809,"夜梦召唤 Nightscream (TV)","Noel Nosseck",,NULL,惊栗,美国,1997-04-14,,,0,,,
1307808,"杀妻奇谋 The Hit","Vincent Monton","Vincent Monton",NULL,惊悚,美国,2001,袭击,英语,0,,报社记者基斯原本有一个幸福的三口之家，但由于酗酒，妻子索妮娅带着儿子杰西离开了他。离婚后，因为限制令的规定，基斯不仅失去了接近妻子的机会，就连见儿子杰西一面都变得相当困难。其实，在基斯的心里，妻子和儿子都占住着很重要的位置。在索妮娅准备卖掉房子，带着儿子移民英国的时候，郁闷的基斯在酒吧喝酒时恰好遇上了大学时的同学莱文。得知基斯心中的苦闷后，老同学莱文表示可以帮这个忙，只需拿出一定数额的经费，就可以把这件事做得干干净净。原来，莱文结识很多西海岸最危险的人物，他所说的“干干净净”是指雇佣杀手对索妮娅实施暗杀。喝得烂醉的基斯在莱文的诱骗下不仅接受了这个主意，还交给莱文一张妻子索妮娅的照片。第二天一觉醒来，基斯才意识到自己昨晚所做的事情非常危险。他怎么也没想到，自己会雇佣杀手来暗杀自己的妻子。基斯赶紧给莱文打电话，要改变主意，但电话却怎么也打不通。当基斯上班...,"cctv6,剧情,惊悚,美国,美国电影"
1307807,Office有鬼,麦子善,不是女人(王晶),"陈小春,冯德伦,莫文蔚,舒淇,黄琛瑜,苑琼丹,罗兰","剧情,悬疑,惊悚,恐怖",香港,2002-09-06,"Haunted Office",粤语,84分钟,6.5,"这是一部关于办公室鬼故事的电影。

　　新人阿Pat（莫文蔚饰）刚来这栋大楼的一间公司上班，遇到了前男友阿Ken（冯德伦饰）。两人聊了一会儿，随后阿Pat乘电梯回公司。电梯内一名只有白衣女子，她蹲在地上不停说“对不起”，阿Pat觉得十分诡异。同事说可能是鬼节将至造成…

　　阿Pat在厕所发现隔壁公司的秘书Connie在不停和最后一格的人说话，当时没有留意。之后女厕内突然传来一声尖叫，当众人赶到时，Connie已经在厕所上吊自杀身亡，她的脸上还挂着一个奇怪的笑容。

　　Ken在大堂也看到了白衣女子，身边还有一个红衣女子。红衣女子对他说，白衣女子是鬼，正在逼她跳楼…","恐怖,香港,香港电影,惊悚,莫文蔚,舒淇,陈小春,恐怖片"
1307806,"罪恶煞星 Crime Lords","Wayne Crawford","Gregory Small (II)","Wayne Crawford,马丁·休伊特",动作,美国,1991-04-04,掩盖的真相,英语,"96 分钟",,"ItisanactionfilmdirectedandstaredbyWayneCrawford.TwoLosAngelescops,anagingslob(WayneCrawford)andhiscockyyoungpartner(MartinHewitt),aresuspendedfromdutyafterincitinganincidentatachopshop.Thetwodecidetotrackdowntheowner(JamesHong),andfollowhimallthewaytoaHongKongcrimering.

　　这是一部由韦恩·克劳福德自导自演的动作片。讲述了两名警员在进行一项普通的日常调查时，卷入一个庞大...","美国,1991,罪恶煞星,黑帮"
1307805,"淑女忘记了什么 淑女は何を忘れたか",小津安二郎,伏见晁,"粟岛墨子,斋藤达雄,坂本武,佐野周二","剧情,喜剧",日本,1937-03-03,"What Did the Lady Forget?",日语,"71 分钟",7.3,"Anaffluentmedicalprofessor,Komiya,andhisbossywife,Tokio,aretolookafterSetsuko,theirhigh-spiritedniecefromOsaka.Setsukoisaliberatedwomanwhodoeswhatshewants,includingsmoking,eventhoughsheisaminor.OnSaturday,theprofessordoesnotfeellikegoingtohisweekendgolfgame,buthiswifepackshimoffanyway.Soheleaveshisbagattheapartme...","小津安二郎,日本,日本电影,1930s,1937,黑白,喜剧,家庭"
1307804,山狗1999,刘宝贤,刘宝贤,"黄秋生,梁敏仪,黎骏,曾德华,梁焯满",恐怖,香港,1999-10-30,"The Deadly Camp",粤语,"81 分钟",4.8,田径高手Ken与弟弟博士、女友玲玲、好友军佬、军佬女友BB及娇娇女欣欣，一行六人打算到荒岛举行忘情派对，他们到达之后，却发现岛另有三名古惑仔：咸湿、山猪和吹水，他们来此的目的是为了探望隐居在这儿的黑道大哥。咸湿和山猪因欺负岛上一名来历不明的弱儿而遭杀害，吹水向Ken等求助，一众人等很快就发现事态严重，他们陷入困境之中，被一群麻疯病人所袭击，斗智斗力的决战拉开帷幕……,"恐怖,香港,山狗1999,黃秋生,香港电影,1999,惊悚,黄秋生"
1307803,秃秃发型,"Wei Zhou",,NULL,"剧情,家庭",中国大陆,1991,"Tu tu fa xing",汉语普通话,0,,,"1234,90s,中国,中国电影,叛逆,小男生,秃秃发型"
1307802,别哭，妈妈,张郁强,,"田野,于绍康,刘子枫","剧情,家庭",中国大陆,NULL,,汉语普通话,0,,五年级的学生彤彤，是个聪明、要强、懂事的孩子。虽然他的妈妈因家庭的破碎，得了精神分裂症；他得不到童年的幸福，但他非常爱妈妈。几年来，在善良的人们帮助下，他毅然担负起了沉重的生活重担，除了操持家务，还要照料有病的妈妈。他想方设法使妈妈开心，学做饭，尽管弄得伤痕累累，但终于给妈妈做出了可口饭菜，使妈妈的病情有了好转，恢复了正常。正在这时，他的父亲来要彤彤。妈妈知道，彤彤只有在父亲那里才能有幸福，但彤彤是她生命的唯一希望和仅有的欢乐，她刚刚恢复的头脑又开始走向崩溃。为了肜彤她还是下决心，再一次回到精神病院。彤彤得到周围人们的帮助，也从这些善良的人那里受到了教育，使他懂得什么是真正的爱。他选择了妈妈，选择了艰苦奋斗的生活，选择了一条能成长为男子汉的路。他飞奔回家，他要给妈妈做饭。夜空的大街，伴随着彤彤深情的呼唤：别哭，妈妈!……,"儿童,亲情,大陆,中国,中国大陆,剧情,1990,中国电影"
1307801,"西域黑龙 Wicked Game",坂本浩一,"Carlton Holder",NULL,动作,美国,2002-03-12,,英语,0,,,
1307800,"铁男1：金属兽 Tetsuo",塚本晋也,塚本晋也,"田口智朗,石桥莲司,六平直政,塚本晋也,藤原京","科幻,惊悚,恐怖",日本,1989-07-01,"铁男,金属兽,The Ironman,铁男1- 金属兽",日语,67分钟,7.2,"一位普通白领青年（田口智朗饰）在地铁站被手上有着铁爪的神秘女人（叶冈伸饰）袭击追杀。一番打斗后返家，他在色情幻想中发现自己的身体竟正在钢铁化，下身变为巨大的钻头，拥有了极其可怕的力量，他的女友（藤原京饰）成为了变身的祭品，而他最终变为一个金属的怪物。

　　这时来历不明的男子（冢本晋也饰）出现，原来他在青年造成的车祸中大难不死，并因此获得超能力，他的憎恨力量导致了以上所有事情的发生。一个由钢铁打造的躯体，一个神秘的超能力者，他们将展开可怕的对决。","日本,cult,冢本晋也,塚本晋也,日本电影,恐怖,黑色,1988"
1307799,"火力目标 La Cible","Pierre Courrège","Pierre Courrège","达尼埃尔·鲁索,萨加莫尔·斯蒂芬南,雅尼莫尼,西波里特·吉拉多特","喜剧,犯罪","法国,西班牙,瑞士",1997-04-23,,法语,"95 分钟",,,"喜剧,1997,法国电影,露天电影,我的电影4,法国,法國,电影"
1307798,"左武 SABU 〜さぶ〜",三池崇史,竹山洋,"藤原龙也,妻夫木聪",古装,日本,2002-05-14,萨布,日语,88分钟,7.0,"江户时代，同在锦文屋工作的荣二（藤原龙也饰）和左武（妻夫木聪饰）从小是一对好朋友。某天，主人丢失名贵绸缎，继而在荣二的口袋里搜出赃物。被诬陷的荣二遭到毒打，随后流放至荒凉的石川岛做苦役。

　　左武思念好友，经常利用休息日坐船去小岛探望荣二，却也一度遭到好友的怀疑。同在锦文的侍女牧江（吹石一惠饰）和与两个男孩一起长大的舞子（田畑智子饰）皆心仪荣二，并一心等待他的归来。而深陷囹圄的荣二遭受了无数的苦难，他从未放弃追寻真相的念头……

　　三池崇史时代剧处女作，根据山本周五郎同名原著改编。","三池崇史,妻夫木聪,日本,藤原龙也,日本电影,藤原竜也,藤原龍也,2002"
1307797,"沉落的黄昏 落下する夕方",合津直枝,合津直枝,"原田知世,菅野美穗,渡部笃郎,浅野忠信",剧情,日本,1998,"落下夕方,Rakka suru yugata,Falling into the Evening",日语,106分钟,6.4,理加（原田知世饰）与健吾（渡部笃郎饰）是一对同居四年的情侣，在理加完全无预警的情况下，健吾却深深爱上另一个女孩华子（菅野美穗饰）疑情的理加原本只想守著两人同居的房子等待健吾回头，怎奈热情奔放的华子却硬是闯入理加的生活圈，刚开始理加对这个与自己截然不同的情敌完全没有好感，可是不知不觉中却渐渐对她产生关心，难解的三角关系会如何找到出口？,"渡部笃郎,日本,日本电影,菅野美穗,浅野忠信,菅野美穂,日本電影,渡部篤郎"
